id,category,answer_ko,answer_en,acceptable_answers,difficulty,image_url,image_source,photographer,license,suggested_image_query,hint_1,hint_2,hint_3,hint_4,hint_5,explanation,status
MID-018,중도시,케임브리지,Cambridge,"케임브리지, cambridge",easy,,,,,Cambridge city street skyline landmark,이곳은 서유럽에 있습니다.,영국에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",대학과 강변 풍경이 유명합니다.,영국의 대표적인 대학 도시입니다.,케임브리지는 영국의 도시입니다. 대학과 강변 풍경이 유명합니다. 영국의 대표적인 대학 도시입니다.,텍스트초안
MID-019,중도시,잘츠부르크,Salzburg,"잘츠부르크, salzburg",normal,,,,,Salzburg city street skyline landmark,이곳은 중부유럽에 있습니다.,오스트리아에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",음악과 알프스 풍경이 어울립니다.,모차르트의 고향으로 유명합니다.,잘츠부르크는 오스트리아의 도시입니다. 음악과 알프스 풍경이 어울립니다. 모차르트의 고향으로 유명합니다.,텍스트초안
MID-020,중도시,인스브루크,Innsbruck,"인스브루크, innsbruck",normal,,,,,Innsbruck city street skyline landmark,이곳은 중부유럽에 있습니다.,오스트리아에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",알프스 산맥에 둘러싸인 도시입니다.,동계 스포츠 도시로 유명합니다.,인스브루크는 오스트리아의 도시입니다. 알프스 산맥에 둘러싸인 도시입니다. 동계 스포츠 도시로 유명합니다.,텍스트초안
MID-021,중도시,프라하,Prague,"프라하, prague, praha",easy,,,,,Prague city street skyline landmark,이곳은 중부유럽에 있습니다.,체코에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.","성, 다리, 구시가지 광장이 유명합니다.",체코의 수도입니다.,"프라하는 체코의 도시입니다. 성, 다리, 구시가지 광장이 유명합니다. 체코의 수도입니다.",텍스트초안
MID-022,중도시,브르노,Brno,"브르노, brno",hard,,,,,Brno city street skyline landmark,이곳은 중부유럽에 있습니다.,체코에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",대학과 산업 기능이 있는 도시입니다.,체코 제2의 도시로 알려져 있습니다.,브르노는 체코의 도시입니다. 대학과 산업 기능이 있는 도시입니다. 체코 제2의 도시로 알려져 있습니다.,텍스트초안
MID-023,중도시,크라쿠프,Krakow,"크라쿠프, krakow, kraków",normal,,,,,Krakow city street skyline landmark,이곳은 중부유럽에 있습니다.,폴란드에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",중세 광장과 역사 지구가 유명합니다.,폴란드 남부의 대표 역사 도시입니다.,크라쿠프는 폴란드의 도시입니다. 중세 광장과 역사 지구가 유명합니다. 폴란드 남부의 대표 역사 도시입니다.,텍스트초안
MID-024,중도시,그단스크,Gdansk,"그단스크, gdansk, gdańsk",hard,,,,,Gdansk city street skyline landmark,이곳은 중부유럽에 있습니다.,폴란드에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",발트해 항구와 한자동맹 분위기가 있습니다.,폴란드 북부의 대표 항구 도시입니다.,그단스크는 폴란드의 도시입니다. 발트해 항구와 한자동맹 분위기가 있습니다. 폴란드 북부의 대표 항구 도시입니다.,텍스트초안
MID-025,중도시,부다페스트,Budapest,"부다페스트, budapest",easy,,,,,Budapest city street skyline landmark,이곳은 중부유럽에 있습니다.,헝가리에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",강 양쪽의 언덕과 의회 건물이 유명합니다.,헝가리의 수도입니다.,부다페스트는 헝가리의 도시입니다. 강 양쪽의 언덕과 의회 건물이 유명합니다. 헝가리의 수도입니다.,텍스트초안
MID-026,중도시,브라티슬라바,Bratislava,"브라티슬라바, bratislava",hard,,,,,Bratislava city street skyline landmark,이곳은 중부유럽에 있습니다.,슬로바키아에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",다뉴브강과 성이 보이는 작은 수도입니다.,슬로바키아의 수도입니다.,브라티슬라바는 슬로바키아의 도시입니다. 다뉴브강과 성이 보이는 작은 수도입니다. 슬로바키아의 수도입니다.,텍스트초안
MID-027,중도시,류블랴나,Ljubljana,"류블랴나, ljubljana",hard,,,,,Ljubljana city street skyline landmark,이곳은 중부유럽에 있습니다.,슬로베니아에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",작은 강변 도시와 성이 특징입니다.,슬로베니아의 수도입니다.,류블랴나는 슬로베니아의 도시입니다. 작은 강변 도시와 성이 특징입니다. 슬로베니아의 수도입니다.,텍스트초안
MID-028,중도시,자그레브,Zagreb,"자그레브, zagreb",hard,,,,,Zagreb city street skyline landmark,이곳은 남동유럽에 있습니다.,크로아티아에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",구시가지와 광장이 있는 내륙 도시입니다.,크로아티아의 수도입니다.,자그레브는 크로아티아의 도시입니다. 구시가지와 광장이 있는 내륙 도시입니다. 크로아티아의 수도입니다.,텍스트초안
MID-029,중도시,두브로브니크,Dubrovnik,"두브로브니크, dubrovnik",normal,,,,,Dubrovnik city street skyline landmark,이곳은 남유럽에 있습니다.,크로아티아에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",성벽과 아드리아해 풍경이 유명합니다.,크로아티아의 대표 해안 관광 도시입니다.,두브로브니크는 크로아티아의 도시입니다. 성벽과 아드리아해 풍경이 유명합니다. 크로아티아의 대표 해안 관광 도시입니다.,텍스트초안
MID-030,중도시,스플리트,Split,"스플리트, split",hard,,,,,Split city street skyline landmark,이곳은 남유럽에 있습니다.,크로아티아에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",고대 궁전과 해안 도시가 결합되어 있습니다.,디오클레티아누스 궁전으로 유명합니다.,스플리트는 크로아티아의 도시입니다. 고대 궁전과 해안 도시가 결합되어 있습니다. 디오클레티아누스 궁전으로 유명합니다.,텍스트초안
MID-031,중도시,사라예보,Sarajevo,"사라예보, sarajevo",hard,,,,,Sarajevo city street skyline landmark,이곳은 남동유럽에 있습니다.,보스니아 헤르체고비나에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",동서양 문화가 섞인 도시입니다.,보스니아 헤르체고비나의 수도입니다.,사라예보는 보스니아 헤르체고비나의 도시입니다. 동서양 문화가 섞인 도시입니다. 보스니아 헤르체고비나의 수도입니다.,텍스트초안
MID-032,중도시,베오그라드,Belgrade,"베오그라드, belgrade",hard,,,,,Belgrade city street skyline landmark,이곳은 남동유럽에 있습니다.,세르비아에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",두 강이 만나는 요충지에 있습니다.,세르비아의 수도입니다.,베오그라드는 세르비아의 도시입니다. 두 강이 만나는 요충지에 있습니다. 세르비아의 수도입니다.,텍스트초안
MID-033,중도시,소피아,Sofia,"소피아, sofia",hard,,,,,Sofia city street skyline landmark,이곳은 남동유럽에 있습니다.,불가리아에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",산을 배경으로 한 발칸의 수도입니다.,불가리아의 수도입니다.,소피아는 불가리아의 도시입니다. 산을 배경으로 한 발칸의 수도입니다. 불가리아의 수도입니다.,텍스트초안
MID-034,중도시,부쿠레슈티,Bucharest,"부쿠레슈티, bucharest",hard,,,,,Bucharest city street skyline landmark,이곳은 동유럽에 있습니다.,루마니아에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",넓은 대로와 대형 궁전 건축이 특징입니다.,루마니아의 수도입니다.,부쿠레슈티는 루마니아의 도시입니다. 넓은 대로와 대형 궁전 건축이 특징입니다. 루마니아의 수도입니다.,텍스트초안
MID-035,중도시,탈린,Tallinn,"탈린, tallinn",normal,,,,,Tallinn city street skyline landmark,이곳은 북유럽/발트에 있습니다.,에스토니아에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",중세 성곽 도시 경관이 잘 보존되어 있습니다.,에스토니아의 수도입니다.,탈린는 에스토니아의 도시입니다. 중세 성곽 도시 경관이 잘 보존되어 있습니다. 에스토니아의 수도입니다.,텍스트초안
MID-036,중도시,리가,Riga,"리가, riga",hard,,,,,Riga city street skyline landmark,이곳은 북유럽/발트에 있습니다.,라트비아에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",아르누보 건축과 구시가지가 유명합니다.,라트비아의 수도입니다.,리가는 라트비아의 도시입니다. 아르누보 건축과 구시가지가 유명합니다. 라트비아의 수도입니다.,텍스트초안
MID-037,중도시,빌뉴스,Vilnius,"빌뉴스, vilnius",hard,,,,,Vilnius city street skyline landmark,이곳은 북유럽/발트에 있습니다.,리투아니아에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",바로크 양식 구시가지가 특징입니다.,리투아니아의 수도입니다.,빌뉴스는 리투아니아의 도시입니다. 바로크 양식 구시가지가 특징입니다. 리투아니아의 수도입니다.,텍스트초안
MID-038,중도시,레이캬비크,Reykjavik,"레이캬비크, reykjavik, reykjavík",normal,,,,,Reykjavik city street skyline landmark,이곳은 북유럽에 있습니다.,아이슬란드에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",화산섬의 작은 수도입니다.,아이슬란드의 수도입니다.,레이캬비크는 아이슬란드의 도시입니다. 화산섬의 작은 수도입니다. 아이슬란드의 수도입니다.,텍스트초안
MID-039,중도시,베르겐,Bergen,"베르겐, bergen",normal,,,,,Bergen city street skyline landmark,이곳은 북유럽에 있습니다.,노르웨이에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",피오르드와 목조 항구 건물이 유명합니다.,노르웨이 서부의 대표 도시입니다.,베르겐는 노르웨이의 도시입니다. 피오르드와 목조 항구 건물이 유명합니다. 노르웨이 서부의 대표 도시입니다.,텍스트초안
MID-040,중도시,예테보리,Gothenburg,"예테보리, gothenburg, göteborg",hard,,,,,Gothenburg city street skyline landmark,이곳은 북유럽에 있습니다.,스웨덴에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",항구와 운하가 있는 도시입니다.,스웨덴 서부의 대표 도시입니다.,예테보리는 스웨덴의 도시입니다. 항구와 운하가 있는 도시입니다. 스웨덴 서부의 대표 도시입니다.,텍스트초안
MID-041,중도시,오르후스,Aarhus,"오르후스, aarhus, århus",hard,,,,,Aarhus city street skyline landmark,이곳은 북유럽에 있습니다.,덴마크에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",대학과 항구 기능이 있는 도시입니다.,덴마크 제2의 도시로 알려져 있습니다.,오르후스는 덴마크의 도시입니다. 대학과 항구 기능이 있는 도시입니다. 덴마크 제2의 도시로 알려져 있습니다.,텍스트초안
MID-042,중도시,투르쿠,Turku,"투르쿠, turku",hard,,,,,Turku city street skyline landmark,이곳은 북유럽에 있습니다.,핀란드에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",오래된 성과 강변 도시 경관이 있습니다.,핀란드의 오래된 수도였던 도시입니다.,투르쿠는 핀란드의 도시입니다. 오래된 성과 강변 도시 경관이 있습니다. 핀란드의 오래된 수도였던 도시입니다.,텍스트초안
MID-043,중도시,퀘벡시티,Quebec City,"퀘벡시티, quebec city, québec",normal,,,,,Quebec City city street skyline landmark,이곳은 북아메리카에 있습니다.,캐나다에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",성벽으로 둘러싸인 북미의 프랑스풍 도시입니다.,캐나다 퀘벡주의 주도입니다.,퀘벡시티는 캐나다의 도시입니다. 성벽으로 둘러싸인 북미의 프랑스풍 도시입니다. 캐나다 퀘벡주의 주도입니다.,텍스트초안
MID-044,중도시,오타와,Ottawa,"오타와, ottawa",normal,,,,,Ottawa city street skyline landmark,이곳은 북아메리카에 있습니다.,캐나다에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",정부 청사와 운하가 유명합니다.,캐나다의 수도입니다.,오타와는 캐나다의 도시입니다. 정부 청사와 운하가 유명합니다. 캐나다의 수도입니다.,텍스트초안
MID-045,중도시,캘거리,Calgary,"캘거리, calgary",hard,,,,,Calgary city street skyline landmark,이곳은 북아메리카에 있습니다.,캐나다에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",로키산맥 관문 이미지가 있습니다.,캐나다 앨버타주의 대표 도시입니다.,캘거리는 캐나다의 도시입니다. 로키산맥 관문 이미지가 있습니다. 캐나다 앨버타주의 대표 도시입니다.,텍스트초안
MID-046,중도시,시애틀,Seattle,"시애틀, seattle",normal,,,,,Seattle city street skyline landmark,이곳은 북아메리카에 있습니다.,미국에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.","비와 커피, 기술 기업 이미지가 강합니다.",스페이스 니들이 상징입니다.,"시애틀는 미국의 도시입니다. 비와 커피, 기술 기업 이미지가 강합니다. 스페이스 니들이 상징입니다.",텍스트초안
MID-047,중도시,포틀랜드,Portland,"포틀랜드, portland",hard,,,,,Portland city street skyline landmark,이곳은 북아메리카에 있습니다.,미국에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",다리와 친환경 도시 이미지가 있습니다.,미국 오리건주의 대표 도시입니다.,포틀랜드는 미국의 도시입니다. 다리와 친환경 도시 이미지가 있습니다. 미국 오리건주의 대표 도시입니다.,텍스트초안
MID-048,중도시,라스베이거스,Las Vegas,"라스베이거스, 라스베가스, las vegas",easy,,,,,Las Vegas city street skyline landmark,이곳은 북아메리카에 있습니다.,미국에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",사막 속 화려한 네온 도시입니다.,카지노와 스트립 거리로 유명합니다.,라스베이거스는 미국의 도시입니다. 사막 속 화려한 네온 도시입니다. 카지노와 스트립 거리로 유명합니다.,텍스트초안
MID-049,중도시,뉴올리언스,New Orleans,"뉴올리언스, new orleans",normal,,,,,New Orleans city street skyline landmark,이곳은 북아메리카에 있습니다.,미국에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",재즈와 프랑스풍 거리 문화가 유명합니다.,미시시피강 하류의 도시입니다.,뉴올리언스는 미국의 도시입니다. 재즈와 프랑스풍 거리 문화가 유명합니다. 미시시피강 하류의 도시입니다.,텍스트초안
MID-050,중도시,보스턴,Boston,"보스턴, boston",normal,,,,,Boston city street skyline landmark,이곳은 북아메리카에 있습니다.,미국에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",대학과 미국 초기 역사 이미지가 강합니다.,하버드와 MIT가 가까운 도시권입니다.,보스턴는 미국의 도시입니다. 대학과 미국 초기 역사 이미지가 강합니다. 하버드와 MIT가 가까운 도시권입니다.,텍스트초안
MID-051,중도시,필라델피아,Philadelphia,"필라델피아, philadelphia, philly",normal,,,,,Philadelphia city street skyline landmark,이곳은 북아메리카에 있습니다.,미국에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",미국 독립 역사와 관련이 깊습니다.,자유의 종으로 유명합니다.,필라델피아는 미국의 도시입니다. 미국 독립 역사와 관련이 깊습니다. 자유의 종으로 유명합니다.,텍스트초안
MID-052,중도시,애틀랜타,Atlanta,"애틀랜타, atlanta",hard,,,,,Atlanta city street skyline landmark,이곳은 북아메리카에 있습니다.,미국에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",항공 허브와 남부 대도시 이미지가 있습니다.,조지아주의 주도입니다.,애틀랜타는 미국의 도시입니다. 항공 허브와 남부 대도시 이미지가 있습니다. 조지아주의 주도입니다.,텍스트초안
MID-053,중도시,샌디에이고,San Diego,"샌디에이고, san diego",hard,,,,,San Diego city street skyline landmark,이곳은 북아메리카에 있습니다.,미국에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",온화한 해안 도시 경관이 특징입니다.,미국 캘리포니아 남부의 도시입니다.,샌디에이고는 미국의 도시입니다. 온화한 해안 도시 경관이 특징입니다. 미국 캘리포니아 남부의 도시입니다.,텍스트초안
MID-054,중도시,오스틴,Austin,"오스틴, austin",hard,,,,,Austin city street skyline landmark,이곳은 북아메리카에 있습니다.,미국에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",음악과 기술 스타트업 문화가 강합니다.,텍사스주의 주도입니다.,오스틴는 미국의 도시입니다. 음악과 기술 스타트업 문화가 강합니다. 텍사스주의 주도입니다.,텍스트초안
MID-055,중도시,덴버,Denver,"덴버, denver",hard,,,,,Denver city street skyline landmark,이곳은 북아메리카에 있습니다.,미국에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",로키산맥과 가까운 고지대 도시입니다.,미국 콜로라도주의 주도입니다.,덴버는 미국의 도시입니다. 로키산맥과 가까운 고지대 도시입니다. 미국 콜로라도주의 주도입니다.,텍스트초안
MID-056,중도시,몬테레이,Monterrey,"몬테레이, monterrey",hard,,,,,Monterrey city street skyline landmark,이곳은 북아메리카에 있습니다.,멕시코에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",산악 지형과 산업 도시 이미지가 강합니다.,멕시코 북부의 대표 경제 도시입니다.,몬테레이는 멕시코의 도시입니다. 산악 지형과 산업 도시 이미지가 강합니다. 멕시코 북부의 대표 경제 도시입니다.,텍스트초안
MID-057,중도시,과달라하라,Guadalajara,"과달라하라, guadalajara",hard,,,,,Guadalajara city street skyline landmark,이곳은 북아메리카에 있습니다.,멕시코에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.","음악과 전통 문화, 기술 산업이 함께 있습니다.",멕시코 할리스코주의 중심 도시입니다.,"과달라하라는 멕시코의 도시입니다. 음악과 전통 문화, 기술 산업이 함께 있습니다. 멕시코 할리스코주의 중심 도시입니다.",텍스트초안
MID-058,중도시,하바나,Havana,"하바나, havana, la habana",normal,,,,,Havana city street skyline landmark,이곳은 카리브해에 있습니다.,쿠바에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",오래된 자동차와 식민지풍 건축이 유명합니다.,쿠바의 수도입니다.,하바나는 쿠바의 도시입니다. 오래된 자동차와 식민지풍 건축이 유명합니다. 쿠바의 수도입니다.,텍스트초안
MID-059,중도시,산후안,San Juan,"산후안, san juan",hard,,,,,San Juan city street skyline landmark,이곳은 카리브해에 있습니다.,푸에르토리코에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",요새와 색감 있는 구시가지가 유명합니다.,푸에르토리코의 중심 도시입니다.,산후안는 푸에르토리코의 도시입니다. 요새와 색감 있는 구시가지가 유명합니다. 푸에르토리코의 중심 도시입니다.,텍스트초안
MID-060,중도시,카르타헤나,Cartagena,"카르타헤나, cartagena",normal,,,,,Cartagena city street skyline landmark,이곳은 남아메리카에 있습니다.,콜롬비아에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",성벽 도시와 카리브해 해안이 유명합니다.,콜롬비아의 대표 해안 관광 도시입니다.,카르타헤나는 콜롬비아의 도시입니다. 성벽 도시와 카리브해 해안이 유명합니다. 콜롬비아의 대표 해안 관광 도시입니다.,텍스트초안
MID-061,중도시,메데인,Medellin,"메데인, medellin, medellín",hard,,,,,Medellin city street skyline landmark,이곳은 남아메리카에 있습니다.,콜롬비아에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",산악 분지에 자리 잡은 도시입니다.,콜롬비아 안티오키아주의 중심 도시입니다.,메데인는 콜롬비아의 도시입니다. 산악 분지에 자리 잡은 도시입니다. 콜롬비아 안티오키아주의 중심 도시입니다.,텍스트초안
MID-062,중도시,쿠스코,Cusco,"쿠스코, cusco, cuzco",normal,,,,,Cusco city street skyline landmark,이곳은 남아메리카에 있습니다.,페루에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",잉카 제국의 흔적이 강하게 남아 있습니다.,마추픽추로 가는 관문 도시입니다.,쿠스코는 페루의 도시입니다. 잉카 제국의 흔적이 강하게 남아 있습니다. 마추픽추로 가는 관문 도시입니다.,텍스트초안
MID-063,중도시,아레키파,Arequipa,"아레키파, arequipa",hard,,,,,Arequipa city street skyline landmark,이곳은 남아메리카에 있습니다.,페루에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",화산과 흰색 석재 건축이 유명합니다.,페루 남부의 대표 도시입니다.,아레키파는 페루의 도시입니다. 화산과 흰색 석재 건축이 유명합니다. 페루 남부의 대표 도시입니다.,텍스트초안
MID-064,중도시,발파라이소,Valparaiso,"발파라이소, valparaiso, valparaíso",normal,,,,,Valparaiso city street skyline landmark,이곳은 남아메리카에 있습니다.,칠레에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.","언덕과 알록달록한 주택, 항구가 유명합니다.",칠레의 대표 항구 도시입니다.,"발파라이소는 칠레의 도시입니다. 언덕과 알록달록한 주택, 항구가 유명합니다. 칠레의 대표 항구 도시입니다.",텍스트초안
MID-065,중도시,우수아이아,Ushuaia,"우수아이아, ushuaia",normal,,,,,Ushuaia city street skyline landmark,이곳은 남아메리카에 있습니다.,아르헨티나에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",세계 최남단 도시 이미지가 강합니다.,티에라델푸에고의 도시입니다.,우수아이아는 아르헨티나의 도시입니다. 세계 최남단 도시 이미지가 강합니다. 티에라델푸에고의 도시입니다.,텍스트초안
MID-066,중도시,코르도바,Cordoba,"코르도바, cordoba, córdoba",hard,,,,,Cordoba city street skyline landmark,이곳은 남아메리카에 있습니다.,아르헨티나에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",대학과 식민지풍 건축이 있는 내륙 도시입니다.,아르헨티나 중부의 대표 도시입니다.,코르도바는 아르헨티나의 도시입니다. 대학과 식민지풍 건축이 있는 내륙 도시입니다. 아르헨티나 중부의 대표 도시입니다.,텍스트초안
MID-067,중도시,몬테비데오,Montevideo,"몬테비데오, montevideo",normal,,,,,Montevideo city street skyline landmark,이곳은 남아메리카에 있습니다.,우루과이에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",라플라타강 하구의 해안 도시입니다.,우루과이의 수도입니다.,몬테비데오는 우루과이의 도시입니다. 라플라타강 하구의 해안 도시입니다. 우루과이의 수도입니다.,텍스트초안
MID-068,중도시,아순시온,Asuncion,"아순시온, asuncion, asunción",hard,,,,,Asuncion city street skyline landmark,이곳은 남아메리카에 있습니다.,파라과이에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",파라과이강 주변의 내륙 수도입니다.,파라과이의 수도입니다.,아순시온는 파라과이의 도시입니다. 파라과이강 주변의 내륙 수도입니다. 파라과이의 수도입니다.,텍스트초안
MID-069,중도시,라파스,La Paz,"라파스, la paz",normal,,,,,La Paz city street skyline landmark,이곳은 남아메리카에 있습니다.,볼리비아에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",고지대 분지에 펼쳐진 도시입니다.,볼리비아의 행정 수도입니다.,라파스는 볼리비아의 도시입니다. 고지대 분지에 펼쳐진 도시입니다. 볼리비아의 행정 수도입니다.,텍스트초안
MID-070,중도시,키토,Quito,"키토, quito",normal,,,,,Quito city street skyline landmark,이곳은 남아메리카에 있습니다.,에콰도르에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",적도 근처 고산 도시입니다.,에콰도르의 수도입니다.,키토는 에콰도르의 도시입니다. 적도 근처 고산 도시입니다. 에콰도르의 수도입니다.,텍스트초안
MID-071,중도시,과야킬,Guayaquil,"과야킬, guayaquil",hard,,,,,Guayaquil city street skyline landmark,이곳은 남아메리카에 있습니다.,에콰도르에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",강과 항구를 중심으로 성장했습니다.,에콰도르의 대표 항구 도시입니다.,과야킬는 에콰도르의 도시입니다. 강과 항구를 중심으로 성장했습니다. 에콰도르의 대표 항구 도시입니다.,텍스트초안
MID-072,중도시,파나마시티,Panama City,"파나마시티, panama city, ciudad de panama",normal,,,,,Panama City city street skyline landmark,이곳은 중앙아메리카에 있습니다.,파나마에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",운하와 고층 스카이라인이 떠오릅니다.,파나마의 수도입니다.,파나마시티는 파나마의 도시입니다. 운하와 고층 스카이라인이 떠오릅니다. 파나마의 수도입니다.,텍스트초안
MID-073,중도시,산호세,San Jose,"산호세, san jose, san josé",hard,,,,,San Jose city street skyline landmark,이곳은 중앙아메리카에 있습니다.,코스타리카에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",중앙고원에 있는 수도 도시입니다.,코스타리카의 수도입니다.,산호세는 코스타리카의 도시입니다. 중앙고원에 있는 수도 도시입니다. 코스타리카의 수도입니다.,텍스트초안
MID-074,중도시,마나과,Managua,"마나과, managua",hard,,,,,Managua city street skyline landmark,이곳은 중앙아메리카에 있습니다.,니카라과에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",호수 가까이에 있는 수도 도시입니다.,니카라과의 수도입니다.,마나과는 니카라과의 도시입니다. 호수 가까이에 있는 수도 도시입니다. 니카라과의 수도입니다.,텍스트초안
